term,question,context,popularity,category,Culture_type
পশ্চিমবঙ্গ নাট্য আকাদেমি,পশ্চিমবঙ্গের বাংলা নাট্যচর্চার উন্নতি ও রক্ষার দায়িত্বে থাকা সরকারি প্রতিষ্ঠানের নাম কী?,পশ্চিমবঙ্গ নাট্য আকাদেমি পশ্চিমবঙ্গের বাংলা নাট্যচর্চার জন্য প্রতিষ্ঠিত একটি সরকারি নাট্যগবেষণা প্রতিষ্ঠান ও নাট্যচর্চা কেন্দ্র।,0.002900418949,People,Cultural
স্টার থিয়েটার,"বিনোদিনী থিয়েটার হল কলকাতার একটি পরিচিত নাট্যমঞ্চ, কিন্তু এর আগে কলকাতার সেরা নাট্যমঞ্চ কোনটি ছিল?",বিনোদিনী থিয়েটার হল কলকাতার একটি নাট্যমঞ্চ।,0.003142120529,Location,Non-Cultural
মিনার্ভা থিয়েটার,১৮৯৩ সালে নির্মিত কোলকাতার এই জনপ্রিয় নাট্যশালার নাম কী?,মিনার্ভা থিয়েটার কোলকাতার একটি জনপ্রিয় নাট্যশালা যেটি ১৮৯৩ সালে নির্মিত হয়েছিল।,0.001256848211,Material,Non-Cultural
মহাজাতি সদন,"কলকাতার যে প্রেক্ষাগৃহটি বিভিন্ন জাতির সংস্কৃতি ও ঐতিহ্যকে একত্রিত করে উপস্থাপন করে, সেটির নাম কী?",মহাজাতি সদন হল কলকাতার একটি প্রেক্ষাগৃহ।,0.002288108282,Politics,Non-Cultural
শিশির মঞ্চ,কলকাতার কোন প্রখ্যাত প্রেক্ষাগৃহে শো দেখা যায়?,শিশির মঞ্চ হল কলকাতার একটি প্রেক্ষাগৃহ।,0.0005478569127,Location,Non-Cultural
মধুসূদন মঞ্চ,"কলকাতার ঢাকুরিয়া অঞ্চলে অবস্থিত যে প্রেক্ষাগৃহের মাধ্যমে শহরের বাংলা সাহিত্য ও সংস্কৃতি উৎসাহিত হয়, সেটি কোনটি?",মধুসূদন মঞ্চ হল ভারতের পশ্চিমবঙ্গ রাজ্যের রাজধানী কলকাতা শহরের ঢাকুরিয়া অঞ্চলে অবস্থিত একটি প্রেক্ষাগৃহ।,0.0006606509829,Location,Non-Cultural
গিরিশ মঞ্চ,কলকাতার বাগবাজার অঞ্চলে কোন নাট্যমঞ্চ অবস্থিত যেখানে সাংস্কৃতিক অনুষ্ঠান এবং নাটক প্রদর্শনী সংঘটিত হয়?,গিরিশ মঞ্চ হল কলকাতার বাগবাজার অঞ্চলের একটি নাট্যমঞ্চ।,0.0004350628424,Location,Non-Cultural
নান্দীকার,"বাংলাদেশের বাইরে থাকা একটি বাংলা ভাষার থিয়েটার গ্রুপ যা ভারতে কাজ করে এবং তাদের অভিনয় ও সৃজনশীল কর্মসূচি জাতীয় ও আন্তর্জাতিক স্তরে পরিচিত, এই গ্রুপের নাম কী?",নান্দীকার ভারতের একটি থিয়েটার গ্রুপ।,0.000902352562,Entertainment,Cultural
বাংলা চলচ্চিত্র,বাংলা ভাষায় নির্মিত চলচ্চিত্রের সাধারণ নাম কী?,বাংলা চলচ্চিত্র হলো বাংলা ভাষায় নির্মিত চলচ্চিত্র।,0.0129390912,Entertainment,Cultural
বলিউড,মুম্বাইয়ের হিন্দি চলচ্চিত্র শিল্পের জনপ্রিয় নাম কী?,"হিন্দি চলচ্চিত্র, যা বলিউড নামেও পরিচিত এবং পূর্বে বোম্বে সিনেমা নামে পরিচিত, মুম্বাইভিত্তিক চলচ্চিত্র শিল্পকে বোঝায়, যা হিন্দি ভাষার চলচ্চিত্র নির্মাণের সাথে জড়িত। ",0.002964872704,Entertainment,Cultural
